row_type,condition,asset,core_pairs,state_profile,quality_profile,family,phase,baseline_quality,followup_state,followup_quality,first_core_quality,second_core_quality
worldstate_core_detail,stress,BTC,,,,dio_06er,frueh,phase_nullnah,lokale_qualitaet_wird_kernnah,phase_kernnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_06s7,frueh,phase_nullnah,lokale_qualitaet_wird_kernnah,phase_kernnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_09bn,spaet,phase_nullnah,lokale_qualitaet_wird_offen,phase_offen_gemischt,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_0dd2,spaet,phase_offen_gemischt,lokale_qualitaet_reproduziert,phase_offen_gemischt,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,stress,BTC,,,,dio_0l7p,mitte,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_0nlj,mitte,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_0nlj,spaet,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_0oc3,mitte,phase_offen_gemischt,lokale_qualitaet_wird_nachhallnah,phase_nachhallnah_ohne_kern,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,stress,BTC,,,,dio_0oc3,spaet,phase_offen_gemischt,lokale_qualitaet_wird_nachhallnah,phase_nachhallnah_ohne_kern,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,stress,BTC,,,,dio_0pz6,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_0pz6,mitte,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_0pz6,spaet,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_0tay,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_0tay,mitte,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_0tay,spaet,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_104t,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_1492,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_1492,mitte,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_1492,spaet,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_14wj,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_14wj,mitte,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_14wj,spaet,phase_nullnah,lokale_qualitaet_wird_nachhallnah,phase_nachhallnah_ohne_kern,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_17ct,frueh,phase_nullnah,lokale_qualitaet_wird_offen,phase_offen_gemischt,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_17db,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,stress,BTC,,,,dio_17db,spaet,phase_offen_gemischt,lokale_qualitaet_reproduziert,phase_offen_gemischt,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,stress,BTC,,,,dio_1q85,mitte,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
