dataset,source_key_posthoc,source_asset_posthoc,source_year_posthoc,target_key_posthoc,target_universe,strict_episode_count,cycle_boundaries,boundaries_with_partial_relation_carry,boundary_carry_share,participating_relation_slots,carried_relation_slots,partial_relation_carry_observations,maximum_single_slot_carry,carry_profile_is_zero,relation_slot_strength_binarized_per_episode,carry_requires_consecutive_episode_participation,fixed_distance_threshold_used,field_received_contact_boundary,segmenter_received_contact_boundary,profile_selection_uses_posthoc_boundary,field_learning_used,memory_read,memory_written,influences_action
2091_basis,2091_basis|BTC|2025|3000,BTC,2025,2091_basis|SOL|2025|8000,a,188,187,178,0.9518716577540107,64,44,1611,118,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2025|3000,BTC,2025,2091_basis|BTC|2024|4000,b,197,196,189,0.9642857142857143,64,42,1558,120,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2025|3000,BTC,2025,2091_basis|SOL|2025|15000,b,182,181,174,0.9613259668508287,60,42,1563,104,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2025|3000,BTC,2025,2091_basis|BTC|2025|13000,b,179,178,172,0.9662921348314607,66,48,1532,103,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2025|3000,BTC,2025,2091_basis|SOL|2025|0,b,201,200,189,0.945,72,51,1515,107,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2025|3000,BTC,2025,2091_basis|BTC|2025|8000,b,183,182,170,0.9340659340659341,62,45,1584,111,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2025|3000,BTC,2025,2091_basis|SOL|2025|1000,b,183,182,171,0.9395604395604396,64,40,1622,117,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2025|3000,BTC,2025,2091_basis|SOL|2025|7000,b,181,180,171,0.95,62,38,1571,116,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2025|3000,BTC,2025,2091_basis|BTC|2025|12000,b,190,189,177,0.9365079365079365,62,44,1600,113,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|SOL|2024|10000,a,181,180,172,0.9555555555555556,62,44,1531,112,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|SOL|2024|13000,a,174,173,163,0.9421965317919075,60,46,1626,104,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|BTC|2025|1000,a,193,192,189,0.984375,60,46,1696,120,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|BTC|2025|2000,a,203,202,186,0.9207920792079208,64,47,1303,113,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|SOL|2024|2000,a,180,179,174,0.9720670391061452,62,44,1506,95,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|BTC|2025|7000,a,186,185,172,0.9297297297297298,66,42,1521,101,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|BTC|2024|1000,a,182,181,173,0.9558011049723757,60,42,1503,108,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|SOL|2025|8000,a,188,187,178,0.9518716577540107,64,44,1607,117,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|BTC|2024|4000,b,197,196,189,0.9642857142857143,64,42,1568,122,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|SOL|2025|15000,b,181,180,173,0.9611111111111111,60,42,1553,103,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|BTC|2025|13000,b,178,177,171,0.9661016949152542,66,48,1518,101,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|SOL|2025|0,b,200,199,188,0.9447236180904522,72,51,1510,106,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|BTC|2025|8000,b,184,183,170,0.9289617486338798,62,45,1596,110,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|SOL|2025|1000,b,181,180,169,0.9388888888888889,64,40,1603,116,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|SOL|2025|7000,b,181,180,171,0.95,62,38,1574,116,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|14000,SOL,2025,2091_basis|BTC|2025|12000,b,188,187,175,0.9358288770053476,62,44,1581,111,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|SOL|2024|10000,a,181,180,172,0.9555555555555556,62,44,1531,112,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|SOL|2024|13000,a,174,173,163,0.9421965317919075,60,46,1626,104,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|BTC|2025|1000,a,194,193,190,0.9844559585492227,60,46,1690,121,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|BTC|2025|2000,a,205,204,187,0.9166666666666666,64,47,1300,113,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|SOL|2024|2000,a,180,179,174,0.9720670391061452,62,44,1506,95,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|BTC|2025|7000,a,187,186,173,0.9301075268817204,66,42,1532,101,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|BTC|2024|1000,a,183,182,174,0.9560439560439561,60,42,1513,109,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|SOL|2025|8000,a,188,187,178,0.9518716577540107,64,44,1610,118,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|BTC|2024|4000,b,197,196,189,0.9642857142857143,64,42,1572,122,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|SOL|2025|15000,b,181,180,173,0.9611111111111111,60,42,1555,103,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|BTC|2025|13000,b,179,178,172,0.9662921348314607,66,48,1523,102,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|SOL|2025|0,b,201,200,189,0.945,72,51,1514,107,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|BTC|2025|8000,b,182,181,169,0.9337016574585635,64,45,1591,110,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|SOL|2025|1000,b,181,180,169,0.9388888888888889,64,40,1620,116,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|SOL|2025|7000,b,181,180,171,0.95,62,38,1573,116,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2024|7000,SOL,2024,2091_basis|BTC|2025|12000,b,188,187,175,0.9358288770053476,62,44,1586,112,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|SOL|2024|10000,a,181,180,172,0.9555555555555556,62,44,1531,112,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|SOL|2024|13000,a,173,172,162,0.9418604651162791,60,46,1624,104,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|BTC|2025|1000,a,193,192,189,0.984375,60,46,1696,120,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|BTC|2025|2000,a,203,202,186,0.9207920792079208,64,47,1303,113,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|SOL|2024|2000,a,180,179,174,0.9720670391061452,62,44,1506,95,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|BTC|2025|7000,a,187,186,173,0.9301075268817204,66,42,1526,101,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|BTC|2024|1000,a,182,181,173,0.9558011049723757,60,42,1503,108,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|SOL|2025|8000,a,188,187,178,0.9518716577540107,64,44,1607,117,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|BTC|2024|4000,b,197,196,189,0.9642857142857143,64,42,1560,122,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|SOL|2025|15000,b,181,180,173,0.9611111111111111,60,42,1553,103,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|BTC|2025|13000,b,178,177,171,0.9661016949152542,66,48,1518,101,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|SOL|2025|0,b,200,199,188,0.9447236180904522,72,51,1511,106,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|BTC|2025|8000,b,183,182,170,0.9340659340659341,62,45,1596,110,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|SOL|2025|1000,b,182,181,170,0.9392265193370166,64,40,1626,117,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|SOL|2025|7000,b,182,181,172,0.9502762430939227,62,38,1583,117,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|SOL|2025|11000,SOL,2025,2091_basis|BTC|2025|12000,b,188,187,175,0.9358288770053476,62,44,1581,111,0,1,1,0,0,0,1,0,0,0,0
2091_basis,2091_basis|BTC|2025|10000,BTC,2025,2091_basis|SOL|2024|10000,a,181,180,172,0.9555555555555556,62,44,1529,112,0,1,1,0,0,0,1,0,0,0,0
