axis;inner_effect_state;mcm_preview_symbol;signature_label;world_count;worlds;total_count;world_relative_ratio_sum;recoupling_balance;stdev_recoupling_balance;avg_mcm_rekopplung_quality;avg_mcm_strain_quality;avg_mcm_carry_quality;avg_rezeptor_field_intake_pressure;avg_axis_z;avg_perception_adaptation_potential;avg_perception_visual_focus_tendency;avg_perception_visual_distance_tendency;avg_perception_auditory_listen_tendency;avg_perception_auditory_softening_tendency;avg_perception_felt_distance_tendency
hoeren_hin;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;KAS2024_15M;418;0.20962888665997995;0.5673194437799043;0.0;0.7176114234449761;0.1343685813397129;0.5455822559808612;0.06369359330143541;0.9202119928229665;0.1140800071770335;0.6509395813397129;0.32571780382775123;0.8806681770334929;0.11933182296650717;0.13797156459330143
sehen_fokus;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;KAS2024_15M;390;0.19558676028084251;0.5408893320512821;0.0;0.7098837615384616;0.1418257435897436;0.5292334794871795;0.10867474358974359;1.0519421512820513;0.11884329487179487;0.6736007692307692;0.2603404128205128;0.8164191615384616;0.18358083846153844;0.14370359743589745
sehen_abstand;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;KAS2024_15M;198;0.09929789368104312;0.5137337664141414;0.0;0.6997923787878787;0.15727990404040404;0.527194398989899;0.11511483333333333;0.9294601565656565;0.14289048484848485;0.6277594292929293;0.4457547727272727;0.7887008636363636;0.21129913636363637;0.19527980303030304
ausgeglichen;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;KAS2024_15M;127;0.06369107321965897;0.5248660019685039;0.0;0.7115348818897638;0.1563038346456693;0.5508374015748031;0.1214601811023622;0.21608932283464566;0.1316018188976378;0.6408518897637795;0.33287827559055116;0.7847247244094487;0.21527527559055118;0.1693651338582677
sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;einzelspur;1;KAS2024_15M;127;0.06369107321965897;0.4406847559055118;0.0;0.6646192913385827;0.189206031496063;0.477739031496063;0.1389140157480315;1.7178197559055117;0.1596237559055118;0.6180738976377953;0.5273625118110236;0.7511777716535433;0.24882222834645668;0.24103241732283465
hoeren_leise;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;KAS2024_15M;117;0.058676028084252756;0.468324329059829;0.0;0.6869102905982906;0.17156118803418804;0.4981640170940171;0.18809909401709402;0.995873358974359;0.15494257264957265;0.6183772478632479;0.3507830683760684;0.671677905982906;0.328322094017094;0.22766055555555556
feldinput;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;KAS2024_15M;102;0.05115346038114343;0.45165786029411775;0.0;0.681004637254902;0.17815736274509802;0.48893763725490197;0.20475765686274508;0.9961915098039217;0.14893678431372548;0.6225707352941177;0.3168667156862745;0.6936441274509804;0.3063558725490196;0.22204840196078432
feldinput;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;einzelspur;1;KAS2024_15M;62;0.031093279839518557;0.33174594758064524;0.0;0.6356250161290323;0.23037867741935486;0.4275541612903226;0.294001564516129;2.180044258064516;0.1751692258064516;0.6044518064516129;0.33451774193548384;0.5773323387096774;0.42266766129032257;0.3010057741935484
hoeren_hin;inner_effect_stable;dio_mcm_episode_1jx2k4i;einzelspur;1;KAS2024_15M;60;0.03009027081243731;0.5575992750000001;0.0;0.7058989333333333;0.13257685;0.5113432833333333;0.06289123333333332;0.9479202;0.11279465000000001;0.6528299166666667;0.3201326;0.88369035;0.11630965;0.13369356666666665
hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;einzelspur;1;KAS2024_15M;54;0.02708124373119358;0.4001414027777777;0.0;0.6576261296296296;0.20463385185185187;0.4641256111111111;0.2114035;1.345014537037037;0.16681724074074075;0.6199691851851852;0.38927338888888885;0.6335965555555555;0.36640344444444445;0.2589710925925926
