timestamp_ms,symbol,timeframe,open,high,low,close,volume
1704067200000,SYN_REKOP_PACKETS,5m,100.0,100.05494515,99.95,100.00494515,95000.0
1704067500000,SYN_REKOP_PACKETS,5m,100.00494515,100.0623398,99.95593589,100.01134412,103000.4957
1704067800000,SYN_REKOP_PACKETS,5m,100.01134412,100.07106803,99.96332,100.0190808,110827.5288
1704068100000,SYN_REKOP_PACKETS,5m,100.0190808,100.08098436,99.97203133,100.02801475,118311.5034
1704068400000,SYN_REKOP_PACKETS,5m,100.02801475,100.09192293,99.98192461,100.03798505,125290.4707
1704068700000,SYN_REKOP_PACKETS,5m,100.03798505,100.10370176,99.99283417,100.04881465,131613.7394
1704069000000,SYN_REKOP_PACKETS,5m,100.04881465,100.11612745,100.00457831,100.06031498,137145.2342
1704069300000,SYN_REKOP_PACKETS,5m,100.06031498,100.129,100.01696391,100.07229074,141766.5295
1704069600000,SYN_REKOP_PACKETS,5m,100.07229074,100.14211769,100.0297913,100.08454484,145379.489
1704069900000,SYN_REKOP_PACKETS,5m,100.08454484,100.15528197,100.04285913,100.09688314,147908.4527
1704070200000,SYN_REKOP_PACKETS,5m,100.09688314,100.16830209,100.05596921,100.10911914,149301.9237
1704070500000,SYN_REKOP_PACKETS,5m,100.10911914,100.18099953,100.06893119,100.12107835,149533.7157
1704070800000,SYN_REKOP_PACKETS,5m,100.12107835,100.19321197,100.08156695,100.13260229,148603.5362
1704071100000,SYN_REKOP_PACKETS,5m,100.13260229,100.20479688,100.09371461,100.14355196,146536.9925
1704071400000,SYN_REKOP_PACKETS,5m,100.14355196,100.2156345,100.10523202,100.15381088,143385.0206
1704071700000,SYN_REKOP_PACKETS,5m,100.15381088,100.22563023,100.11599985,100.16328744,139222.7491
1704072000000,SYN_REKOP_PACKETS,5m,100.16328744,100.2347164,100.12592391,100.17191664,134147.8238
1704072300000,SYN_REKOP_PACKETS,5m,100.17191664,100.24285337,100.13493692,100.17966118,128278.2301
1704072600000,SYN_REKOP_PACKETS,5m,100.17966118,100.25002988,100.1429996,100.1865118,121749.6627
1704072900000,SYN_REKOP_PACKETS,5m,100.1865118,100.25626283,100.15010107,100.19248705,114712.4995
1704073200000,SYN_REKOP_PACKETS,5m,100.19248705,100.26159633,100.15625857,100.19763232,107328.4489
1704073500000,SYN_REKOP_PACKETS,5m,100.19763232,100.26610016,100.16151654,100.20201831,99766.944
1704073800000,SYN_REKOP_PACKETS,5m,100.20201831,100.26986767,100.16594504,100.20573892,107437.6827
1704074100000,SYN_REKOP_PACKETS,5m,100.20573892,100.27301316,100.16963772,100.20890862,115264.9089
1704074400000,SYN_REKOP_PACKETS,5m,100.20890862,100.27566887,100.17270914,100.21165945,122752.1289
1704074700000,SYN_REKOP_PACKETS,5m,100.21165945,100.27798157,100.17529176,100.21413761,129737.1966
1704075000000,SYN_REKOP_PACKETS,5m,100.21413761,100.28010892,100.17753257,100.21649982,136069.1503
1704075300000,SYN_REKOP_PACKETS,5m,100.21649982,100.28221563,100.17958943,100.21890952,141611.5772
1704075600000,SYN_REKOP_PACKETS,5m,100.21890952,100.28446961,100.18162725,100.22153298,146245.6546
1704075900000,SYN_REKOP_PACKETS,5m,100.22153298,100.28703801,100.18381408,100.22453538,149872.798
1704076200000,SYN_REKOP_PACKETS,5m,100.22453538,100.29008347,100.18631725,100.22807707,152416.8591
1704076500000,SYN_REKOP_PACKETS,5m,100.22807707,100.29376047,100.18929953,100.23230993,153825.8224
1704076800000,SYN_REKOP_PACKETS,5m,100.23230993,100.29821197,100.19291555,100.23737404,154072.9647
1704077100000,SYN_REKOP_PACKETS,5m,100.23737404,100.3035664,100.19730841,100.24339466,153157.4505
1704077400000,SYN_REKOP_PACKETS,5m,100.24339466,100.30993498,100.20260666,100.25047959,151104.3501
1704077700000,SYN_REKOP_PACKETS,5m,100.25047959,100.31740949,100.20892165,100.25871695,147964.08
